set,axis,stratum,unit,convention,n,n_solutes,n_solvents,n_pairs,mse,var_m,boundable_at_headline_cell,n_sources,top_source,top_source_share_of_stratum_squared_error,b_insuff_up,b_insuff_up_ml,b_closure_lb,margin,margin_ml,b_insuff_exceeds_var_m,adaptive_n_bins,b_insuff_up_adaptive,margin_adaptive,P_boot,bootstrap_reduces_to_one_way,pair_conditional_var,pair_conditional_rows,pair_conditional_groups,share_of_squared_error,share_of_rows,test_a_boundable,loso_testable,loso_n_deletions,loso_n_undefined,loso_n_leaving_unboundable,loso_margin_min,loso_margin_max,loso_worst_source,loso_worst_margin,test_b_sign_survives_loso,test_b_strict_remainder_boundable,admissible_this_cell,admissible_this_cell_strict,cells_admissible,cells_reported,admissible_in_every_cell,admissible_in_every_cell_strict,ci90_excludes_zero,direction,licenses,reason_not_admissible,margin_ci90_lo,margin_ci90_hi,margin_ci90
corner_60,solute_family,alkyne,pair,res,1,1,1,1,0.6038,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.007,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,amine_NH,row,full,12,7,2,12,4.2267,1.8036,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.8774,0.4719,,False,,,,0.4811,0.2,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
corner_60,solute_family,amine_NH,row,res,12,7,2,12,3.3615,1.8036,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.9723,-0.5832,,False,,,,0.4683,0.2,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
corner_60,solute_family,amine_NH,pair,full,12,7,2,12,4.2267,1.8036,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.8774,0.4719,,False,,,,0.4811,0.2,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
corner_60,solute_family,amine_NH,pair,res,12,7,2,12,3.3615,1.8036,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.9723,-0.5832,,False,,,,0.4683,0.2,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
corner_60,solute_family,aromatic_hydrocarbon,row,full,7,7,2,7,1.6437,4.3938,False,2,10.1016/j.fluid.2013.06.028,0.9994,,,,,,,3,0.432,0.7796,,False,,,,0.1091,0.1167,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solute_family,aromatic_hydrocarbon,row,res,7,7,2,7,1.5136,4.3938,False,2,10.1016/j.fluid.2013.06.028,0.9999,,,,,,,3,0.432,0.6495,,False,,,,0.123,0.1167,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solute_family,aromatic_hydrocarbon,pair,full,7,7,2,7,1.6437,4.3938,False,2,10.1016/j.fluid.2013.06.028,0.9994,,,,,,,3,0.432,0.7796,,False,,,,0.1091,0.1167,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solute_family,aromatic_hydrocarbon,pair,res,7,7,2,7,1.5136,4.3938,False,2,10.1016/j.fluid.2013.06.028,0.9999,,,,,,,3,0.432,0.6495,,False,,,,0.123,0.1167,False,True,2,2,2,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solute_family,azine,row,full,6,5,2,6,0.0723,0.0222,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0435,-0.0146,,False,,,,0.0041,0.1,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
corner_60,solute_family,azine,row,res,6,5,2,6,0.1348,0.0222,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0182,0.0984,,False,,,,0.0094,0.1,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
corner_60,solute_family,azine,pair,full,6,5,2,6,0.0723,0.0222,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0435,-0.0146,,False,,,,0.0041,0.1,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
corner_60,solute_family,azine,pair,res,6,5,2,6,0.1348,0.0222,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0182,0.0984,,False,,,,0.0094,0.1,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=6 < 40; the fixed cell is undefined at n=6,,,
corner_60,solute_family,ester,row,full,2,2,1,2,0.0014,0.0002,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0,0.0333,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
corner_60,solute_family,ester,row,res,2,2,1,2,0.0113,0.0002,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0003,0.0333,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
corner_60,solute_family,ester,pair,full,2,2,1,2,0.0014,0.0002,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0,0.0333,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
corner_60,solute_family,ester,pair,res,2,2,1,2,0.0113,0.0002,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0003,0.0333,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=2 < 40; the fixed cell is undefined at n=2,,,
corner_60,solute_family,ether,row,full,1,1,1,1,0.0108,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0001,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,ether,row,res,1,1,1,1,0.011,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0001,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,ether,pair,full,1,1,1,1,0.0108,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0001,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,ether,pair,res,1,1,1,1,0.011,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0001,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,halogenated_aliphatic,row,full,3,3,1,3,0.0039,0.0456,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0001,0.05,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
corner_60,solute_family,halogenated_aliphatic,row,res,3,3,1,3,0.0033,0.0456,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0001,0.05,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
corner_60,solute_family,halogenated_aliphatic,pair,full,3,3,1,3,0.0039,0.0456,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0001,0.05,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
corner_60,solute_family,halogenated_aliphatic,pair,res,3,3,1,3,0.0033,0.0456,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0001,0.05,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
corner_60,solute_family,halogenated_aromatic,row,full,4,4,1,4,1.9488,0.0163,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,,,,True,,,,0.0739,0.0667,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=4 < 40; the fixed cell is undefined at n=4,,,
corner_60,solute_family,halogenated_aromatic,row,res,4,4,1,4,1.7846,0.0163,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,,,,True,,,,0.0829,0.0667,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=4 < 40; the fixed cell is undefined at n=4,,,
corner_60,solute_family,halogenated_aromatic,pair,full,4,4,1,4,1.9488,0.0163,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,,,,True,,,,0.0739,0.0667,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=4 < 40; the fixed cell is undefined at n=4,,,
corner_60,solute_family,halogenated_aromatic,pair,res,4,4,1,4,1.7846,0.0163,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,,,,True,,,,0.0829,0.0667,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=4 < 40; the fixed cell is undefined at n=4,,,
corner_60,solute_family,ketone,row,full,1,1,1,1,0.0871,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0008,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,ketone,row,res,1,1,1,1,0.0835,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.001,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,ketone,pair,full,1,1,1,1,0.0871,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0008,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,ketone,pair,res,1,1,1,1,0.0835,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.001,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,mono_alcohol,row,full,12,1,12,12,2.7702,0.1346,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0449,2.6805,,True,,,,0.3153,0.2,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
corner_60,solute_family,mono_alcohol,row,res,12,1,12,12,2.1054,0.1346,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0449,2.0157,,True,,,,0.2933,0.2,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
corner_60,solute_family,mono_alcohol,pair,full,12,1,12,12,2.7702,0.1346,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0449,2.6805,,True,,,,0.3153,0.2,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
corner_60,solute_family,mono_alcohol,pair,res,12,1,12,12,2.1054,0.1346,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0449,2.0157,,True,,,,0.2933,0.2,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=12 < 40; the fixed cell is undefined at n=12,,,
corner_60,solute_family,nitrile,row,full,1,1,1,1,0.0163,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0002,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,nitrile,row,res,1,1,1,1,0.0059,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0001,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,nitrile,pair,full,1,1,1,1,0.0163,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0002,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,nitrile,pair,res,1,1,1,1,0.0059,0.0,False,1,10.1016/j.fluid.2016.10.009,1.0,,,,,,,3,,,,True,,,,0.0001,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solute_family,tertiary_amine,row,full,3,1,3,3,0.0906,0.7812,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0026,0.05,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
corner_60,solute_family,tertiary_amine,row,res,3,1,3,3,0.3534,0.7812,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0123,0.05,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
corner_60,solute_family,tertiary_amine,pair,full,3,1,3,3,0.0906,0.7812,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0026,0.05,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
corner_60,solute_family,tertiary_amine,pair,res,3,1,3,3,0.3534,0.7812,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0123,0.05,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=3 < 40; the fixed cell is undefined at n=3,,,
corner_60,solvent_class_x_solute_role,aliphatic_hydrocarbon | organic_solute,row,full,1,1,1,1,0.0014,0.0,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solvent_class_x_solute_role,aliphatic_hydrocarbon | organic_solute,row,res,1,1,1,1,0.0031,0.0,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solvent_class_x_solute_role,aliphatic_hydrocarbon | organic_solute,pair,full,1,1,1,1,0.0014,0.0,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solvent_class_x_solute_role,aliphatic_hydrocarbon | organic_solute,pair,res,1,1,1,1,0.0031,0.0,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,,,,True,,,,0.0,0.0167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=1 < 40; the fixed cell is undefined at n=1,,,
corner_60,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,row,full,24,21,5,24,0.1574,0.7424,False,2,10.1016/j.tca.2012.02.005,0.6103,0.0679,0.0453,0.0895,0.0216,0.0669,False,3,0.2004,-0.2434,0.727,False,,,,0.0358,0.4,False,True,2,1,2,-0.0098,-0.0098,10.1016/j.tca.2012.02.005,-0.0098,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=24 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.101,0.268,
corner_60,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,row,res,24,21,5,24,0.0921,0.7424,False,2,10.1016/j.tca.2012.02.005,0.5772,0.0688,0.0459,0.0233,-0.0454,0.0004,False,3,0.2004,-0.3087,0.479,False,,,,0.0257,0.4,False,True,2,1,2,-0.04,-0.04,10.1016/j.tca.2012.02.005,-0.04,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=24 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.164,0.123,
corner_60,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,pair,full,24,21,5,24,0.1574,0.7424,False,2,10.1016/j.tca.2012.02.005,0.6103,0.0679,0.0453,0.0895,0.0216,0.0669,False,3,0.2004,-0.2434,0.726,False,,,,0.0358,0.4,False,True,2,1,2,-0.0098,-0.0098,10.1016/j.tca.2012.02.005,-0.0098,False,False,False,False,0,4,False,False,False,positive,"nothing: reported in the map, not stated as a finding","not boundable: n=24 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.098,0.219,
corner_60,solvent_class_x_solute_role,aprotic_acceptor | organic_solute,pair,res,24,21,5,24,0.0921,0.7424,False,2,10.1016/j.tca.2012.02.005,0.5772,0.0688,0.0459,0.0233,-0.0454,0.0004,False,3,0.2004,-0.3087,0.483,False,,,,0.0257,0.4,False,True,2,1,2,-0.04,-0.04,10.1016/j.tca.2012.02.005,-0.04,False,False,False,False,0,4,False,False,False,non-positive,"nothing: reported in the map, not stated as a finding","not boundable: n=24 < 40; 1 of 2 deletions leave fewer than 16 rows and the fixed cell is then undefined (10.1016/j.fluid.2016.10.009), so the sign is not verifiable",-0.155,0.142,
corner_60,solvent_class_x_solute_role,aromatic_hydrocarbon | organic_solute,row,full,7,7,1,7,1.0678,0.9426,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.3613,0.3453,,True,,,,0.0709,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class_x_solute_role,aromatic_hydrocarbon | organic_solute,row,res,7,7,1,7,0.9905,0.9426,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.3613,0.268,,True,,,,0.0805,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class_x_solute_role,aromatic_hydrocarbon | organic_solute,pair,full,7,7,1,7,1.0678,0.9426,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.3613,0.3453,,True,,,,0.0709,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class_x_solute_role,aromatic_hydrocarbon | organic_solute,pair,res,7,7,1,7,0.9905,0.9426,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.3613,0.268,,True,,,,0.0805,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class_x_solute_role,glycol_ether | organic_solute,row,full,7,7,1,7,2.7563,0.4601,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,0.3251,2.1061,,True,,,,0.183,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class_x_solute_role,glycol_ether | organic_solute,row,res,7,7,1,7,2.5331,0.4601,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,0.3251,1.8829,,True,,,,0.2059,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class_x_solute_role,glycol_ether | organic_solute,pair,full,7,7,1,7,2.7563,0.4601,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,0.3251,2.1061,,True,,,,0.183,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class_x_solute_role,glycol_ether | organic_solute,pair,res,7,7,1,7,2.5331,0.4601,False,1,10.1016/j.fluid.2013.06.028,1.0,,,,,,,3,0.3251,1.8829,,True,,,,0.2059,0.1167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=7 < 40; the fixed cell is undefined at n=7,,,
corner_60,solvent_class_x_solute_role,mono_alcohol | organic_solute,row,full,13,13,1,13,3.3808,1.3558,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.5792,0.2224,,True,,,,0.4168,0.2167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13,,,
corner_60,solvent_class_x_solute_role,mono_alcohol | organic_solute,row,res,13,13,1,13,2.713,1.3558,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.6816,-0.6501,,True,,,,0.4095,0.2167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13,,,
corner_60,solvent_class_x_solute_role,mono_alcohol | organic_solute,pair,full,13,13,1,13,3.3808,1.3558,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.5792,0.2224,,True,,,,0.4168,0.2167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13,,,
corner_60,solvent_class_x_solute_role,mono_alcohol | organic_solute,pair,res,13,13,1,13,2.713,1.3558,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,1.6816,-0.6501,,True,,,,0.4095,0.2167,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=13 < 40; the fixed cell is undefined at n=13,,,
corner_60,solvent_class_x_solute_role,nh_protic | organic_solute,row,full,8,1,8,8,3.8671,0.0654,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0284,3.8103,,True,,,,0.2934,0.1333,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
corner_60,solvent_class_x_solute_role,nh_protic | organic_solute,row,res,8,1,8,8,2.9986,0.0654,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0292,2.9402,,True,,,,0.2785,0.1333,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
corner_60,solvent_class_x_solute_role,nh_protic | organic_solute,pair,full,8,1,8,8,3.8671,0.0654,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0284,3.8103,,True,,,,0.2934,0.1333,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
corner_60,solvent_class_x_solute_role,nh_protic | organic_solute,pair,res,8,1,8,8,2.9986,0.0654,False,1,10.1016/j.tca.2012.02.005,1.0,,,,,,,3,0.0292,2.9402,,True,,,,0.2785,0.1333,False,False,1,1,1,,,,,False,False,False,False,0,4,False,False,,no estimate,"nothing: reported in the map, not stated as a finding",not boundable: n=8 < 40; the fixed cell is undefined at n=8,,,
